ID,Target
ID_1EB0DGFP07,28.01547622680664
ID_844T2PSXTK,25.719514846801758
ID_4MCV3S8MLN,63.432621002197266
ID_L7441JV5F3,22.771162033081055
ID_5GUVM4YEWZ,11.9146146774292
ID_UJCCC7ZXWL,28.4103946685791
ID_KUQ56NHKRC,35.29607009887695
ID_342CVK5J6Z,62.04939651489258
ID_38AT499617,29.82636260986328
ID_FCHHTWBXW4,12.61744499206543
ID_51G99BK65O,26.369421005249023
ID_8F5APW38G5,61.49867248535156
ID_O894D7M0VU,35.393577575683594
ID_GSDA622T4C,9.35575008392334
ID_S5XH2N7HHU,19.827119827270508
ID_C97E7TZDX3,23.688474655151367
ID_HKXOGZ7785,9.775253295898438
ID_JT0SG47X0A,30.367761611938477
ID_1LU1GQKRM6,51.76502227783203
ID_OGRFKUPW5Q,12.36153507232666
ID_UC4GARG8G5,11.093250274658203
ID_YN7969NO6H,25.783166885375977
ID_C7RM8J7UGT,29.542634963989258
ID_X8Y2E1PZA4,56.863800048828125
ID_FY51KPFY9N,23.255224227905273
ID_A24LGY5Y0E,29.779348373413086
ID_5GEMKEGKNX,10.537553787231445
ID_2M9MQZF3S8,23.667924880981445
ID_IGGXMA9GZH,28.503250122070312
ID_40LK1INKRI,38.005924224853516
ID_I8NU7NS04A,40.63066101074219
ID_9B20TXNIDK,96.21123504638672
ID_8B1D1TUTFA,16.435283660888672
ID_IEPBTPUJ9C,35.69123458862305
ID_4NPSIR5L53,45.98824691772461
ID_R9RDU5P8UO,39.89023208618164
ID_CBH917UZP2,18.84941291809082
ID_QYF2KWKMS1,37.86109161376953
ID_0BX5DYZD39,13.532941818237305
ID_VT67F721DQ,51.81874465942383
ID_VJNZBBWW6L,23.106197357177734
ID_MAHNTU9MKC,28.371543884277344
ID_QJMFRH0157,17.66411018371582
ID_LSCO1MRIBD,10.422649383544922
ID_D6C9N2X295,82.68476867675781
ID_QYZPVN14N6,30.20629119873047
ID_1W0Z7Z03FA,87.51201629638672
ID_F9R1A6KS3O,14.531014442443848
ID_G7BYL7V20J,33.67048645019531
ID_BYHBV61AFG,33.60240173339844
ID_TBVYNNOWBH,23.233591079711914
ID_X3QD1XNWP5,19.066463470458984
ID_4T5Z9ZTC6P,11.926926612854004
ID_ERYI944XVK,30.30961799621582
ID_KYV7TLA3TL,21.143741607666016
ID_BWVRXVQE9Q,147.2374267578125
ID_JH01F8GPC2,11.465829849243164
ID_F4GWV685E7,11.47974681854248
ID_GNWSJY4XMI,76.62652587890625
ID_FOFNOQ7YTE,18.09593391418457
ID_EAD732W3XX,19.842016220092773
ID_ZZMOO06PHG,39.6960563659668
ID_I851CU985B,63.10027313232422
ID_05YSXSLU2Q,84.37389373779297
ID_QU7GKMVBF5,19.80861473083496
ID_6IEENAY3DS,108.7718276977539
ID_PVMLBTN01X,26.359167098999023
ID_IEX6OQA1L4,19.079669952392578
ID_IRMB06E0A6,70.61125183105469
ID_EFLNDZMQJR,23.288978576660156
ID_MDU5TNIU9G,40.28456497192383
ID_YJT3TZHN4Q,82.63716125488281
ID_1WVH8KPA4T,12.692307472229004
ID_O33P1CNAGW,25.603981018066406
ID_8JC15PNP3Q,77.7931137084961
ID_R1C9OFX6LP,14.099235534667969
ID_AM0EUMQBC3,11.110234260559082
ID_0YPJON1GHW,168.2716827392578
ID_37BB87PFZX,62.41093826293945
ID_NEU20PLXQK,43.42924499511719
ID_S2N80V8XI0,13.091191291809082
ID_Q9RFM0OUQ8,115.22635650634766
ID_Z0UH9479AB,12.835284233093262
ID_2KSUJ32FOL,14.01965618133545
ID_O51NFCIH9G,16.377281188964844
ID_MEW6189J1B,149.63809204101562
ID_TH9HRUXGTP,50.142967224121094
ID_GPC7YS3JG8,11.112696647644043
ID_1P7PJMPV0R,32.716705322265625
ID_NTFSOIOEOG,45.18384552001953
